,index,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
3757,57,22.1,2.78,0.48,87,7.0,0.5,58
3758,58,20.53,2.78,0.5,89,7.0,0.5,59
3759,59,22.94,2.74,0.42,86,7.0,0.5,60
3760,60,20.98,2.76,0.55,88,7.0,0.5,61
3761,61,20.99,2.81,0.44,88,7.0,0.5,62
3762,62,17.69,2.83,0.4,92,7.0,0.5,63
3763,63,21.01,2.74,0.33,88,7.0,0.5,64
3764,64,22.14,2.76,0.37,87,7.0,0.5,65
3765,65,19.57,2.84,0.51,90,7.0,0.5,66
3766,66,15.82,2.89,0.48,94,7.0,0.5,67
3767,67,18.71,2.84,0.41,91,7.0,0.5,68
3768,68,20.12,2.84,0.5,89,7.0,0.5,69
3769,69,18.36,2.81,0.37,91,7.0,0.5,70
3770,70,17.52,2.88,0.34,92,7.0,0.5,71
3771,71,16.62,2.89,0.35,93,7.0,0.5,72
3772,72,19.17,2.79,0.34,90,7.0,0.5,73
3773,73,15.76,2.89,0.37,94,7.0,0.5,74
3774,74,14.8,2.9,0.39,95,7.0,0.5,75
3775,75,14.16,2.95,0.37,96,7.0,0.5,76
3776,76,18.34,2.84,0.31,91,7.0,0.5,77
3777,77,15.46,2.92,0.32,95,7.0,0.5,78
3778,78,18.15,2.84,0.31,91,7.0,0.5,79
3779,79,19.39,2.83,0.31,90,7.0,0.5,80
3780,80,20.42,2.84,0.25,89,7.0,0.5,81
3781,81,17.6,2.89,0.27,92,7.0,0.5,82
3782,82,15.96,2.92,0.28,94,7.0,0.5,83
3783,83,17.39,2.84,0.28,92,7.0,0.5,84
3784,84,20.11,2.82,0.31,89,7.0,0.5,85
3785,85,15.52,2.93,0.34,94,7.0,0.5,86
3786,86,14.78,2.91,0.34,95,7.0,0.5,87
3787,87,14.71,2.9,0.28,95,7.0,0.5,88
3788,88,19.92,2.79,0.3,89,7.0,0.5,89
3789,89,12.06,2.97,0.31,98,7.0,0.5,90
3790,90,14.76,2.93,0.27,95,7.0,0.5,91
3791,91,15.74,2.9,0.24,94,7.0,0.5,92
3792,92,15.68,2.9,0.27,94,7.0,0.5,93
3793,93,13.76,2.94,0.27,96,7.0,0.5,94
3794,94,17.31,2.89,0.26,92,7.0,0.5,95
3795,95,16.34,2.9,0.29,93,7.0,0.5,96
3796,96,18.22,2.88,0.29,91,7.0,0.5,97
3797,97,15.5,2.92,0.22,94,7.0,0.5,98
3798,98,17.2,2.9,0.24,92,7.0,0.5,99
3799,99,17.25,2.87,0.28,92,7.0,0.5,100
3800,0,100.06,0.38,0.66,1,7.0,0.75,1
3801,1,101.0,0.21,0.42,0,7.0,0.75,2
3802,2,101.0,0.23,0.44,0,7.0,0.75,3
3803,3,101.0,0.0,0.0,0,7.0,0.75,4
3804,4,100.06,0.38,0.66,1,7.0,0.75,5
3805,5,101.0,0.0,0.0,0,7.0,0.75,6
3806,6,101.0,0.2,0.38,0,7.0,0.75,7
3807,7,100.08,0.23,0.42,1,7.0,0.75,8
3808,8,101.0,0.29,0.85,0,7.0,0.75,9
3809,9,101.0,0.3,0.49,0,7.0,0.75,10
3810,10,101.0,0.22,0.42,0,7.0,0.75,11
3811,11,101.0,0.27,0.53,0,7.0,0.75,12
3812,12,101.0,0.19,0.6,0,7.0,0.75,13
3813,13,100.05,0.4,0.7,1,7.0,0.75,14
3814,14,99.14,0.46,0.73,2,7.0,0.75,15
3815,15,101.0,0.44,0.56,0,7.0,0.75,16
3816,16,99.14,0.49,0.61,2,7.0,0.75,17
3817,17,99.13,0.5,0.53,2,7.0,0.75,18
3818,18,96.38,0.49,0.58,5,7.0,0.75,19
3819,19,100.07,0.5,0.57,1,7.0,0.75,20
3820,20,99.15,0.6,0.6,2,7.0,0.75,21
3821,21,97.32,0.67,0.64,4,7.0,0.75,22
3822,22,93.68,0.85,0.67,8,7.0,0.75,23
3823,23,90.91,0.84,0.5,11,7.0,0.75,24
3824,24,91.15,0.88,0.51,11,7.0,0.75,25
3825,25,74.63,1.3,0.46,29,7.0,0.75,26
3826,26,83.8,1.14,0.47,19,7.0,0.75,27
3827,27,79.96,1.3,0.41,23,7.0,0.75,28
3828,28,81.08,1.27,0.48,22,7.0,0.75,29
3829,29,60.58,1.77,0.49,45,7.0,0.75,30
3830,30,63.94,1.83,0.52,41,7.0,0.75,31
3831,31,56.73,1.91,0.55,49,7.0,0.75,32
3832,32,52.2,2.07,0.53,54,7.0,0.75,33
3833,33,44.36,2.27,0.64,63,7.0,0.75,34
3834,34,40.53,2.31,0.68,67,7.0,0.75,35
3835,35,40.44,2.46,0.63,67,7.0,0.75,36
3836,36,35.11,2.43,0.55,73,7.0,0.75,37
3837,37,38.43,2.43,0.48,69,7.0,0.75,38
3838,38,36.99,2.48,0.57,71,7.0,0.75,39
3839,39,32.89,2.51,0.48,75,7.0,0.75,40
3840,40,34.26,2.53,0.68,74,7.0,0.75,41
3841,41,24.15,2.77,0.68,85,7.0,0.75,42
3842,42,32.92,2.54,0.52,75,7.0,0.75,43
3843,43,26.75,2.74,0.57,82,7.0,0.75,44
3844,44,27.16,2.73,0.54,82,7.0,0.75,45
3845,45,23.4,2.79,0.49,86,7.0,0.75,46
3846,46,34.21,2.53,0.42,74,7.0,0.75,47
3847,47,31.32,2.54,0.43,77,7.0,0.75,48
3848,48,23.12,2.73,0.5,86,7.0,0.75,49
3849,49,29.36,2.55,0.44,79,7.0,0.75,50
3850,50,27.8,2.66,0.47,81,7.0,0.75,51
3851,51,23.29,2.79,0.41,86,7.0,0.75,52
3852,52,21.49,2.75,0.46,88,7.0,0.75,53
3853,53,21.28,2.8,0.35,88,7.0,0.75,54
3854,54,16.96,2.86,0.43,93,7.0,0.75,55
3855,55,28.38,2.67,0.38,80,7.0,0.75,56
3856,56,27.89,2.71,0.52,81,7.0,0.75,57
3857,57,20.52,2.81,0.41,89,7.0,0.75,58
3858,58,22.16,2.74,0.4,87,7.0,0.75,59
3859,59,21.41,2.84,0.42,88,7.0,0.75,60
3860,60,22.8,2.79,0.42,86,7.0,0.75,61
3861,61,23.16,2.76,0.37,86,7.0,0.75,62
3862,62,27.24,2.7,0.39,82,7.0,0.75,63
3863,63,21.38,2.83,0.32,88,7.0,0.75,64
3864,64,28.4,2.69,0.3,80,7.0,0.75,65
3865,65,25.92,2.71,0.36,83,7.0,0.75,66
3866,66,26.58,2.71,0.33,82,7.0,0.75,67
3867,67,24.07,2.75,0.36,85,7.0,0.75,68
3868,68,22.22,2.79,0.38,87,7.0,0.75,69
3869,69,22.11,2.8,0.36,87,7.0,0.75,70
3870,70,22.24,2.81,0.37,87,7.0,0.75,71
3871,71,21.24,2.85,0.42,88,7.0,0.75,72
3872,72,21.16,2.8,0.32,88,7.0,0.75,73
3873,73,23.11,2.81,0.35,86,7.0,0.75,74
3874,74,21.1,2.79,0.29,88,7.0,0.75,75
3875,75,16.13,2.91,0.34,94,7.0,0.75,76
3876,76,19.49,2.89,0.3,90,7.0,0.75,77
3877,77,19.43,2.9,0.28,90,7.0,0.75,78
3878,78,21.92,2.8,0.25,87,7.0,0.75,79
3879,79,22.08,2.79,0.25,87,7.0,0.75,80
3880,80,19.39,2.84,0.25,90,7.0,0.75,81
3881,81,22.97,2.81,0.19,86,7.0,0.75,82
3882,82,14.86,2.94,0.26,95,7.0,0.75,83
3883,83,20.3,2.86,0.27,89,7.0,0.75,84
3884,84,14.42,2.95,0.21,96,7.0,0.75,85
3885,85,16.74,2.92,0.28,93,7.0,0.75,86
3886,86,22.29,2.87,0.2,87,7.0,0.75,87
3887,87,16.1,2.9,0.18,94,7.0,0.75,88
3888,88,15.84,2.92,0.17,94,7.0,0.75,89
3889,89,19.55,2.87,0.2,90,7.0,0.75,90
3890,90,15.98,2.92,0.24,94,7.0,0.75,91
3891,91,21.42,2.82,0.2,88,7.0,0.75,92
3892,92,20.43,2.83,0.19,89,7.0,0.75,93
3893,93,20.33,2.84,0.2,89,7.0,0.75,94
3894,94,20.32,2.81,0.22,89,7.0,0.75,95
3895,95,21.26,2.84,0.18,88,7.0,0.75,96
3896,96,18.49,2.86,0.22,91,7.0,0.75,97
3897,97,14.88,2.9,0.18,95,7.0,0.75,98
3898,98,22.34,2.78,0.12,87,7.0,0.75,99
3899,99,16.07,2.92,0.16,94,7.0,0.75,100
3900,0,100.06,0.38,0.66,1,7.0,1.0,1
3901,1,101.0,0.28,0.59,0,7.0,1.0,2
3902,2,101.0,0.11,0.18,0,7.0,1.0,3
3903,3,101.0,0.31,0.46,0,7.0,1.0,4
3904,4,101.0,0.21,0.42,0,7.0,1.0,5
3905,5,101.0,0.21,0.42,0,7.0,1.0,6
3906,6,101.0,0.21,0.42,0,7.0,1.0,7
3907,7,101.0,0.21,0.42,0,7.0,1.0,8
3908,8,101.0,0.21,0.42,0,7.0,1.0,9
3909,9,101.0,0.23,0.48,0,7.0,1.0,10
3910,10,101.0,0.21,0.42,0,7.0,1.0,11
3911,11,101.0,0.3,0.47,0,7.0,1.0,12
3912,12,99.14,0.4,0.72,2,7.0,1.0,13
3913,13,101.0,0.25,0.48,0,7.0,1.0,14
3914,14,101.0,0.21,0.42,0,7.0,1.0,15
3915,15,100.06,0.33,0.69,1,7.0,1.0,16
3916,16,100.07,0.31,0.71,1,7.0,1.0,17
3917,17,101.0,0.37,0.61,0,7.0,1.0,18
3918,18,100.05,0.49,0.55,1,7.0,1.0,19
3919,19,101.0,0.33,0.65,0,7.0,1.0,20
3920,20,101.0,0.44,0.69,0,7.0,1.0,21
3921,21,101.0,0.44,0.66,0,7.0,1.0,22
3922,22,101.0,0.48,0.7,0,7.0,1.0,23
3923,23,101.0,0.33,0.63,0,7.0,1.0,24
3924,24,101.0,0.39,0.63,0,7.0,1.0,25
3925,25,101.0,0.37,0.66,0,7.0,1.0,26
3926,26,101.0,0.41,0.61,0,7.0,1.0,27
3927,27,101.0,0.31,0.57,0,7.0,1.0,28
3928,28,101.0,0.33,0.49,0,7.0,1.0,29
3929,29,101.0,0.38,0.68,0,7.0,1.0,30
3930,30,101.0,0.49,0.72,0,7.0,1.0,31
3931,31,100.07,0.45,0.65,1,7.0,1.0,32
3932,32,100.07,0.28,0.36,1,7.0,1.0,33
3933,33,101.0,0.36,0.52,0,7.0,1.0,34
3934,34,101.0,0.34,0.44,0,7.0,1.0,35
3935,35,99.15,0.62,0.63,2,7.0,1.0,36
3936,36,96.43,0.74,0.57,5,7.0,1.0,37
3937,37,100.08,0.57,0.44,1,7.0,1.0,38
3938,38,100.08,0.56,0.61,1,7.0,1.0,39
3939,39,99.18,0.61,0.46,2,7.0,1.0,40
3940,40,99.17,0.72,0.63,2,7.0,1.0,41
3941,41,100.05,0.55,0.64,1,7.0,1.0,42
3942,42,98.25,0.72,0.74,3,7.0,1.0,43
3943,43,99.15,0.66,0.74,2,7.0,1.0,44
3944,44,96.47,0.78,0.61,5,7.0,1.0,45
3945,45,97.32,0.66,0.59,4,7.0,1.0,46
3946,46,97.38,0.73,0.66,4,7.0,1.0,47
3947,47,98.18,0.73,0.57,3,7.0,1.0,48
3948,48,98.24,0.74,0.65,3,7.0,1.0,49
3949,49,99.14,0.63,0.64,2,7.0,1.0,50
3950,50,98.28,0.66,0.49,3,7.0,1.0,51
3951,51,97.32,0.74,0.53,4,7.0,1.0,52
3952,52,98.24,0.69,0.62,3,7.0,1.0,53
3953,53,98.22,0.79,0.66,3,7.0,1.0,54
3954,54,94.65,0.83,0.55,7,7.0,1.0,55
3955,55,97.31,0.9,0.61,4,7.0,1.0,56
3956,56,92.91,1.06,0.66,9,7.0,1.0,57
3957,57,92.87,1.04,0.62,9,7.0,1.0,58
3958,58,92.68,0.93,0.59,9,7.0,1.0,59
3959,59,89.2,1.14,0.65,13,7.0,1.0,60
3960,60,92.7,1.07,0.53,9,7.0,1.0,61
3961,61,87.36,1.21,0.65,15,7.0,1.0,62
3962,62,86.52,1.29,0.71,16,7.0,1.0,63
3963,63,90.98,1.18,0.66,11,7.0,1.0,64
3964,64,87.42,1.42,0.89,15,7.0,1.0,65
3965,65,90.01,1.24,0.63,12,7.0,1.0,66
3966,66,92.63,1.17,0.57,9,7.0,1.0,67
3967,67,89.98,1.23,0.66,12,7.0,1.0,68
3968,68,90.0,1.26,0.63,12,7.0,1.0,69
3969,69,83.64,1.41,0.6,19,7.0,1.0,70
3970,70,82.79,1.4,0.67,20,7.0,1.0,71
3971,71,85.54,1.36,0.6,17,7.0,1.0,72
3972,72,88.21,1.2,0.55,14,7.0,1.0,73
3973,73,86.45,1.31,0.54,16,7.0,1.0,74
3974,74,82.01,1.45,0.51,21,7.0,1.0,75
3975,75,82.83,1.41,0.57,20,7.0,1.0,76
3976,76,78.41,1.62,0.54,25,7.0,1.0,77
3977,77,82.91,1.46,0.5,20,7.0,1.0,78
3978,78,90.08,1.17,0.44,12,7.0,1.0,79
3979,79,84.59,1.43,0.57,18,7.0,1.0,80
3980,80,81.93,1.49,0.51,21,7.0,1.0,81
3981,81,79.29,1.48,0.5,24,7.0,1.0,82
3982,82,79.44,1.46,0.6,24,7.0,1.0,83
3983,83,81.03,1.52,0.58,22,7.0,1.0,84
3984,84,79.16,1.59,0.51,24,7.0,1.0,85
3985,85,78.3,1.6,0.57,25,7.0,1.0,86
3986,86,74.0,1.71,0.59,30,7.0,1.0,87
3987,87,75.72,1.66,0.59,28,7.0,1.0,88
3988,88,77.35,1.65,0.47,26,7.0,1.0,89
3989,89,72.97,1.73,0.44,31,7.0,1.0,90
3990,90,75.44,1.57,0.45,28,7.0,1.0,91
3991,91,72.99,1.73,0.52,31,7.0,1.0,92
3992,92,75.69,1.66,0.6,28,7.0,1.0,93
3993,93,71.13,1.78,0.47,33,7.0,1.0,94
3994,94,66.65,1.92,0.49,38,7.0,1.0,95
3995,95,69.34,1.86,0.5,35,7.0,1.0,96
3996,96,69.3,1.85,0.55,35,7.0,1.0,97
3997,97,63.82,1.98,0.52,41,7.0,1.0,98
3998,98,62.96,1.98,0.58,42,7.0,1.0,99
3999,99,62.87,1.92,0.53,42,7.0,1.0,100
4000,0,100.06,0.38,0.66,1,8.0,0.0,1
4001,1,101.0,0.21,0.42,0,8.0,0.0,2
4002,2,100.06,0.44,0.62,1,8.0,0.0,3
4003,3,101.0,0.3,0.47,0,8.0,0.0,4
4004,4,101.0,0.22,0.5,0,8.0,0.0,5
4005,5,101.0,0.3,0.47,0,8.0,0.0,6
4006,6,101.0,0.28,0.46,0,8.0,0.0,7
4007,7,101.0,0.27,0.58,0,8.0,0.0,8
4008,8,101.0,0.31,0.66,0,8.0,0.0,9
4009,9,101.0,0.25,0.41,0,8.0,0.0,10
4010,10,99.15,0.38,0.64,2,8.0,0.0,11
4011,11,101.0,0.27,0.57,0,8.0,0.0,12
4012,12,101.0,0.41,0.73,0,8.0,0.0,13
4013,13,101.0,0.6,0.88,0,8.0,0.0,14
4014,14,100.13,0.51,0.77,1,8.0,0.0,15
4015,15,100.05,0.5,0.67,1,8.0,0.0,16
4016,16,100.08,0.38,0.56,1,8.0,0.0,17
4017,17,96.48,0.6,0.84,5,8.0,0.0,18
4018,18,99.19,0.44,0.58,2,8.0,0.0,19
4019,19,91.2,0.88,0.87,11,8.0,0.0,20
4020,20,88.79,1.03,1.05,14,8.0,0.0,21
4021,21,74.59,1.58,1.51,31,8.0,0.0,22
4022,22,71.67,1.68,1.39,33,8.0,0.0,23
4023,23,56.94,2.02,1.64,51,8.0,0.0,24
4024,24,57.48,1.95,1.6,51,8.0,0.0,25
4025,25,52.3,2.11,1.36,55,8.0,0.0,26
4026,26,40.83,2.42,1.57,69,8.0,0.0,27
4027,27,41.68,2.36,1.01,66,8.0,0.0,28
4028,28,35.28,2.47,1.14,74,8.0,0.0,29
4029,29,39.35,2.41,1.09,69,8.0,0.0,30
4030,30,36.71,2.49,1.12,72,8.0,0.0,31
4031,31,35.24,2.5,1.13,73,8.0,0.0,32
4032,32,33.39,2.56,1.1,75,8.0,0.0,33
4033,33,31.92,2.62,1.27,77,8.0,0.0,34
4034,34,30.35,2.58,1.23,79,8.0,0.0,35
4035,35,21.81,2.81,1.17,88,8.0,0.0,36
4036,36,31.54,2.58,1.11,77,8.0,0.0,37
4037,37,25.54,2.72,1.22,84,8.0,0.0,38
4038,38,23.28,2.77,0.95,86,8.0,0.0,39
4039,39,31.66,2.66,1.08,77,8.0,0.0,40
4040,40,26.39,2.69,1.06,83,8.0,0.0,41
4041,41,34.0,2.61,1.22,75,8.0,0.0,42
4042,42,20.89,2.81,1.15,89,8.0,0.0,43
4043,43,22.33,2.82,1.12,87,8.0,0.0,44
4044,44,28.13,2.67,1.14,81,8.0,0.0,45
4045,45,29.44,2.65,1.18,80,8.0,0.0,46
4046,46,24.2,2.76,0.97,85,8.0,0.0,47
4047,47,18.72,2.88,0.95,91,8.0,0.0,48
4048,48,26.29,2.71,1.03,83,8.0,0.0,49
4049,49,22.3,2.83,0.95,87,8.0,0.0,50
4050,50,17.21,2.89,0.86,93,8.0,0.0,51
4051,51,21.43,2.83,0.88,88,8.0,0.0,52
4052,52,16.31,2.89,1.04,94,8.0,0.0,53
4053,53,20.2,2.83,0.91,89,8.0,0.0,54
4054,54,20.36,2.79,0.86,89,8.0,0.0,55
4055,55,17.82,2.88,0.93,92,8.0,0.0,56
4056,56,21.33,2.79,0.99,88,8.0,0.0,57
4057,57,24.94,2.74,0.92,84,8.0,0.0,58
4058,58,25.69,2.66,0.89,83,8.0,0.0,59
4059,59,16.04,2.87,1.0,94,8.0,0.0,60
4060,60,19.51,2.79,0.91,90,8.0,0.0,61
4061,61,13.04,2.93,0.84,97,8.0,0.0,62
4062,62,14.97,2.91,0.95,95,8.0,0.0,63
4063,63,16.97,2.89,0.85,93,8.0,0.0,64
4064,64,11.21,2.98,0.86,99,8.0,0.0,65
4065,65,12.99,2.94,0.83,97,8.0,0.0,66
4066,66,25.75,2.69,0.88,83,8.0,0.0,67
4067,67,12.98,2.93,0.86,97,8.0,0.0,68
4068,68,13.96,2.93,0.83,96,8.0,0.0,69
4069,69,14.67,2.92,0.76,95,8.0,0.0,70
4070,70,14.88,2.91,0.91,95,8.0,0.0,71
4071,71,13.7,2.93,0.88,96,8.0,0.0,72
4072,72,13.54,2.91,0.85,96,8.0,0.0,73
4073,73,13.01,2.91,0.87,97,8.0,0.0,74
4074,74,14.79,2.91,0.9,95,8.0,0.0,75
4075,75,11.17,2.99,0.9,99,8.0,0.0,76
4076,76,17.25,2.86,0.82,92,8.0,0.0,77
4077,77,12.16,2.96,0.86,98,8.0,0.0,78
4078,78,12.21,2.96,0.9,98,8.0,0.0,79
4079,79,14.94,2.91,1.0,95,8.0,0.0,80
4080,80,20.84,2.82,0.86,88,8.0,0.0,81
4081,81,12.82,2.97,0.78,97,8.0,0.0,82
4082,82,12.73,2.96,0.92,97,8.0,0.0,83
4083,83,12.02,2.98,0.81,98,8.0,0.0,84
4084,84,12.87,2.96,0.94,97,8.0,0.0,85
4085,85,18.66,2.86,1.03,91,8.0,0.0,86
4086,86,14.62,2.93,0.99,95,8.0,0.0,87
4087,87,11.9,2.96,0.95,98,8.0,0.0,88
4088,88,15.43,2.92,0.89,94,8.0,0.0,89
4089,89,13.82,2.95,0.9,96,8.0,0.0,90
4090,90,14.6,2.92,0.96,95,8.0,0.0,91
4091,91,11.11,2.98,0.88,99,8.0,0.0,92
4092,92,11.82,2.96,0.91,98,8.0,0.0,93
4093,93,10.82,2.97,0.8,99,8.0,0.0,94
4094,94,11.04,2.99,0.98,99,8.0,0.0,95
4095,95,10.74,2.97,0.91,99,8.0,0.0,96
4096,96,12.87,2.96,0.89,97,8.0,0.0,97
4097,97,10.86,2.97,0.92,99,8.0,0.0,98
4098,98,11.84,2.98,0.88,98,8.0,0.0,99
4099,99,10.0,3.0,0.88,100,8.0,0.0,100
4100,0,101.0,0.3,0.47,0,8.0,0.25,1
4101,1,101.0,0.3,0.47,0,8.0,0.25,2
4102,2,101.0,0.28,0.59,0,8.0,0.25,3
4103,3,101.0,0.3,0.47,0,8.0,0.25,4
4104,4,101.0,0.29,0.46,0,8.0,0.25,5
4105,5,101.0,0.23,0.53,0,8.0,0.25,6
4106,6,100.05,0.3,0.49,1,8.0,0.25,7
4107,7,101.0,0.29,0.46,0,8.0,0.25,8
4108,8,101.0,0.22,0.58,0,8.0,0.25,9
4109,9,101.0,0.29,0.58,0,8.0,0.25,10
4110,10,101.0,0.33,0.55,0,8.0,0.25,11
4111,11,101.0,0.46,0.83,0,8.0,0.25,12
4112,12,101.0,0.32,0.6,0,8.0,0.25,13
4113,13,97.26,0.46,0.64,4,8.0,0.25,14
4114,14,98.24,0.46,0.58,3,8.0,0.25,15
4115,15,96.43,0.62,0.9,5,8.0,0.25,16
4116,16,97.35,0.61,0.86,4,8.0,0.25,17
4117,17,99.16,0.4,0.53,2,8.0,0.25,18
4118,18,101.0,0.49,0.69,0,8.0,0.25,19
4119,19,95.66,0.78,0.8,6,8.0,0.25,20
4120,20,86.18,1.12,1.04,17,8.0,0.25,21
4121,21,70.23,1.63,1.32,36,8.0,0.25,22
4122,22,79.73,1.42,1.1,24,8.0,0.25,23
4123,23,64.35,1.81,0.98,41,8.0,0.25,24
4124,24,54.12,2.02,1.09,53,8.0,0.25,25
4125,25,47.33,2.22,1.19,60,8.0,0.25,26
4126,26,42.4,2.34,1.08,66,8.0,0.25,27
4127,27,35.78,2.44,1.11,73,8.0,0.25,28
4128,28,36.15,2.43,0.89,72,8.0,0.25,29
4129,29,31.2,2.62,1.07,78,8.0,0.25,30
4130,30,28.97,2.61,1.03,80,8.0,0.25,31
4131,31,32.91,2.55,0.97,76,8.0,0.25,32
4132,32,33.01,2.55,0.84,75,8.0,0.25,33
4133,33,28.84,2.64,0.78,80,8.0,0.25,34
4134,34,28.89,2.68,0.9,80,8.0,0.25,35
4135,35,33.94,2.56,0.92,75,8.0,0.25,36
4136,36,22.5,2.8,0.84,87,8.0,0.25,37
4137,37,23.11,2.78,0.69,86,8.0,0.25,38
4138,38,19.9,2.82,0.73,90,8.0,0.25,39
4139,39,24.07,2.8,0.76,85,8.0,0.25,40
4140,40,16.35,2.93,0.85,94,8.0,0.25,41
4141,41,23.07,2.74,0.6,86,8.0,0.25,42
4142,42,24.72,2.71,0.65,84,8.0,0.25,43
4143,43,17.52,2.87,0.6,92,8.0,0.25,44
4144,44,18.64,2.82,0.69,91,8.0,0.25,45
4145,45,19.52,2.84,0.65,90,8.0,0.25,46
4146,46,17.52,2.89,0.71,92,8.0,0.25,47
4147,47,17.46,2.84,0.64,92,8.0,0.25,48
4148,48,17.29,2.84,0.7,92,8.0,0.25,49
4149,49,14.68,2.9,0.58,95,8.0,0.25,50
4150,50,13.03,2.96,0.79,97,8.0,0.25,51
4151,51,15.55,2.94,0.71,94,8.0,0.25,52
4152,52,15.92,2.93,0.66,94,8.0,0.25,53
4153,53,19.24,2.82,0.57,90,8.0,0.25,54
4154,54,19.01,2.86,0.55,90,8.0,0.25,55
4155,55,16.43,2.86,0.62,93,8.0,0.25,56
4156,56,13.99,2.94,0.63,96,8.0,0.25,57
4157,57,12.73,2.96,0.55,97,8.0,0.25,58
4158,58,12.06,2.98,0.58,98,8.0,0.25,59
4159,59,14.65,2.91,0.54,95,8.0,0.25,60
4160,60,15.26,2.9,0.54,94,8.0,0.25,61
4161,61,12.81,2.97,0.54,97,8.0,0.25,62
4162,62,15.2,2.91,0.5,94,8.0,0.25,63
4163,63,12.68,2.96,0.5,97,8.0,0.25,64
4164,64,12.89,2.96,0.49,97,8.0,0.25,65
4165,65,21.78,2.82,0.5,87,8.0,0.25,66
4166,66,12.68,2.96,0.61,97,8.0,0.25,67
4167,67,18.05,2.83,0.63,91,8.0,0.25,68
4168,68,11.87,2.97,0.59,98,8.0,0.25,69
4169,69,13.5,2.93,0.51,96,8.0,0.25,70
4170,70,12.59,2.93,0.54,97,8.0,0.25,71
4171,71,13.51,2.95,0.43,96,8.0,0.25,72
4172,72,12.64,2.94,0.48,97,8.0,0.25,73
4173,73,13.65,2.94,0.52,96,8.0,0.25,74
4174,74,10.88,2.99,0.54,99,8.0,0.25,75
4175,75,13.6,2.93,0.53,96,8.0,0.25,76
4176,76,14.58,2.92,0.53,95,8.0,0.25,77
4177,77,17.54,2.84,0.5,92,8.0,0.25,78
4178,78,13.57,2.93,0.54,96,8.0,0.25,79
4179,79,13.63,2.93,0.59,96,8.0,0.25,80
4180,80,12.43,2.96,0.5,97,8.0,0.25,81
4181,81,15.25,2.89,0.4,94,8.0,0.25,82
4182,82,14.58,2.9,0.46,95,8.0,0.25,83
4183,83,14.62,2.92,0.41,95,8.0,0.25,84
4184,84,16.38,2.88,0.44,93,8.0,0.25,85
4185,85,12.65,2.94,0.44,97,8.0,0.25,86
4186,86,13.43,2.93,0.48,96,8.0,0.25,87
4187,87,13.42,2.96,0.47,96,8.0,0.25,88
4188,88,12.59,2.97,0.46,97,8.0,0.25,89
4189,89,14.24,2.9,0.47,95,8.0,0.25,90
4190,90,12.78,2.93,0.4,97,8.0,0.25,91
4191,91,13.69,2.91,0.48,96,8.0,0.25,92
4192,92,11.78,2.95,0.45,98,8.0,0.25,93
4193,93,14.21,2.89,0.44,95,8.0,0.25,94
4194,94,11.61,2.95,0.5,98,8.0,0.25,95
4195,95,10.0,3.0,0.47,100,8.0,0.25,96
4196,96,15.37,2.89,0.41,94,8.0,0.25,97
4197,97,10.89,2.98,0.45,99,8.0,0.25,98
4198,98,14.5,2.91,0.43,95,8.0,0.25,99
4199,99,11.67,2.96,0.41,98,8.0,0.25,100
4200,0,101.0,0.28,0.59,0,8.0,0.5,1
4201,1,101.0,0.28,0.59,0,8.0,0.5,2
4202,2,101.0,0.3,0.47,0,8.0,0.5,3
4203,3,101.0,0.3,0.47,0,8.0,0.5,4
4204,4,100.06,0.38,0.66,1,8.0,0.5,5
4205,5,101.0,0.27,0.43,0,8.0,0.5,6
4206,6,101.0,0.28,0.59,0,8.0,0.5,7
4207,7,101.0,0.3,0.48,0,8.0,0.5,8
4208,8,101.0,0.35,0.69,0,8.0,0.5,9
4209,9,101.0,0.3,0.49,0,8.0,0.5,10
4210,10,101.0,0.31,0.59,0,8.0,0.5,11
4211,11,100.05,0.37,0.61,1,8.0,0.5,12
4212,12,101.0,0.4,0.68,0,8.0,0.5,13
4213,13,100.06,0.52,0.74,1,8.0,0.5,14
4214,14,99.21,0.33,0.7,2,8.0,0.5,15
4215,15,100.12,0.38,0.67,1,8.0,0.5,16
4216,16,101.0,0.47,0.76,0,8.0,0.5,17
4217,17,100.12,0.39,0.63,1,8.0,0.5,18
4218,18,99.2,0.47,0.67,2,8.0,0.5,19
4219,19,97.46,0.66,0.69,4,8.0,0.5,20
4220,20,98.26,0.55,0.66,3,8.0,0.5,21
4221,21,98.29,0.43,0.56,3,8.0,0.5,22
4222,22,96.49,0.72,0.82,5,8.0,0.5,23
4223,23,93.61,0.9,0.99,8,8.0,0.5,24
4224,24,89.21,1.09,0.91,13,8.0,0.5,25
4225,25,79.96,1.5,0.93,24,8.0,0.5,26
4226,26,76.86,1.5,1.0,27,8.0,0.5,27
4227,27,73.77,1.56,0.89,31,8.0,0.5,28
4228,28,68.33,1.67,0.89,37,8.0,0.5,29
4229,29,51.16,2.12,0.75,56,8.0,0.5,30
4230,30,52.71,2.06,0.79,54,8.0,0.5,31
4231,31,41.91,2.29,0.65,66,8.0,0.5,32
4232,32,42.3,2.31,0.84,66,8.0,0.5,33
4233,33,36.12,2.38,0.61,72,8.0,0.5,34
4234,34,35.65,2.53,0.7,73,8.0,0.5,35
4235,35,35.49,2.49,0.71,73,8.0,0.5,36
4236,36,35.28,2.46,0.62,73,8.0,0.5,37
4237,37,35.37,2.48,0.57,73,8.0,0.5,38
