,index,critic_loss,avg_len,avg_obj,avg_side_effects,dones,run,lambda,time_step
252,52,tensor(0.6840),56.59,6.0,1.03,100,0.0,1.0,53
253,53,tensor(0.7703),55.37,6.0,0.8,100,0.0,1.0,54
254,54,tensor(0.7914),59.01,6.0,0.82,100,0.0,1.0,55
255,55,tensor(0.6786),55.04,6.0,0.85,100,0.0,1.0,56
256,56,tensor(0.9604),57.63,6.0,0.97,100,0.0,1.0,57
257,57,tensor(0.6931),61.91,6.0,0.84,100,0.0,1.0,58
258,58,tensor(0.7669),62.87,6.0,0.82,100,0.0,1.0,59
259,59,tensor(0.7345),62.27,6.0,1.05,100,0.0,1.0,60
260,60,tensor(0.6612),63.59,6.0,0.79,100,0.0,1.0,61
261,61,tensor(0.6234),66.54,6.0,0.83,100,0.0,1.0,62
262,62,tensor(0.7843),54.12,6.0,0.62,100,0.0,1.0,63
263,63,tensor(0.7038),61.96,6.0,0.7,100,0.0,1.0,64
264,64,tensor(0.7133),64.42,6.0,0.77,100,0.0,1.0,65
265,65,tensor(0.8391),60.63,6.0,0.87,100,0.0,1.0,66
266,66,tensor(0.7361),64.06,5.99,0.87,99,0.0,1.0,67
267,67,tensor(0.7303),61.11,6.0,0.75,100,0.0,1.0,68
268,68,tensor(0.7162),60.3,6.0,0.72,100,0.0,1.0,69
269,69,tensor(0.6975),59.82,6.0,0.8,100,0.0,1.0,70
270,70,tensor(0.7051),62.11,6.0,0.8,100,0.0,1.0,71
271,71,tensor(0.7677),63.41,6.0,0.93,100,0.0,1.0,72
272,72,tensor(0.8052),56.63,6.0,0.78,100,0.0,1.0,73
273,73,tensor(0.8514),60.09,6.0,1.21,100,0.0,1.0,74
274,74,tensor(0.7525),62.96,5.98,1.09,99,0.0,1.0,75
275,75,tensor(0.6204),66.45,6.0,1.12,100,0.0,1.0,76
276,76,tensor(0.6558),61.14,6.0,0.94,100,0.0,1.0,77
277,77,tensor(0.7467),60.81,6.0,0.89,100,0.0,1.0,78
278,78,tensor(0.7792),64.08,6.0,0.74,100,0.0,1.0,79
279,79,tensor(0.6925),63.25,6.0,0.64,100,0.0,1.0,80
280,80,tensor(0.7239),55.46,6.0,0.59,100,0.0,1.0,81
281,81,tensor(0.7542),67.59,5.99,0.8,99,0.0,1.0,82
282,82,tensor(0.8370),58.47,5.99,0.59,99,0.0,1.0,83
283,83,tensor(0.7305),59.64,6.0,0.81,100,0.0,1.0,84
284,84,tensor(0.8643),58.62,5.99,0.61,99,0.0,1.0,85
285,85,tensor(0.7851),59.99,6.0,0.72,100,0.0,1.0,86
286,86,tensor(0.8183),58.24,6.0,0.69,100,0.0,1.0,87
287,87,tensor(0.9593),57.21,6.0,0.86,100,0.0,1.0,88
288,88,tensor(0.6928),54.9,6.0,0.91,100,0.0,1.0,89
289,89,tensor(0.6898),53.59,6.0,0.65,100,0.0,1.0,90
290,90,tensor(0.6665),55.85,6.0,0.67,100,0.0,1.0,91
291,91,tensor(0.6891),55.19,6.0,0.6,100,0.0,1.0,92
292,92,tensor(0.7485),56.16,6.0,0.79,100,0.0,1.0,93
293,93,tensor(0.6688),55.86,6.0,0.59,100,0.0,1.0,94
294,94,tensor(0.7674),55.17,6.0,0.81,100,0.0,1.0,95
295,95,tensor(0.6345),55.91,6.0,0.77,100,0.0,1.0,96
296,96,tensor(0.8545),58.13,6.0,0.75,100,0.0,1.0,97
297,97,tensor(0.7391),60.07,5.99,0.59,99,0.0,1.0,98
298,98,tensor(0.7862),57.27,6.0,0.58,100,0.0,1.0,99
299,99,tensor(0.7346),57.46,6.0,0.55,100,0.0,1.0,100
